"CASEID_NEW","PPGENDER","RESPONDENT_RACE","PPAGE","RESPONDENT_YRSED","HHINC","PPPARTYID3","GLBSTATUS","SAME_SEX_COUPLE","PARTNER_RACE","AGE_DIFFERENCE","PARTNER_YRSED","Q23","Q12","HOW_LONG_RELATIONSHIP","PARENTAL_APPROVAL","RELATIONSHIP_QUALITY"
1136341,"(1) male","(1) NH white",34,13,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,17,"(2) we earned about the same amount","(3) independent",6,"(1) approve","(5) excellent"
1137461,"(2) female","(1) NH white",46,10,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,9,"(3) partner earned more","(2) democrat",24,NA,"(4) good"
1138226,"(2) female","(1) NH white",22,14,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(3) partner earned more","(3) independent",4,"(1) approve","(5) excellent"
1140623,"(2) female","(6) Hispanic",62,11,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(3) partner earned more","(5) no preference",4,NA,"(5) excellent"
1144612,"(2) female","(1) NH white",61,20,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",11,16,"(3) partner earned more","(1) republican",19,NA,"(5) excellent"
1145473,"(2) female","(1) NH white",47,13,13750,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",1,13,"(3) partner earned more","(1) republican",4,"(1) approve","(4) good"
1146742,"(2) female","(1) NH white",74,12,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(5) no preference",1.5,NA,"(4) good"
1147471,"(2) female","(1) NH white",47,11,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(3) partner earned more","(1) republican",31,"(1) approve","(5) excellent"
1148571,"(1) male","(1) NH white",57,13,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,16,"(1) i earned more","(2) democrat",12,NA,"(3) fair"
1149591,"(2) female","(1) NH white",59,17,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(2) we earned about the same amount","(2) democrat",44,"(1) approve","(3) fair"
1152556,"(2) female","(1) NH white",55,13,92250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",4,16,"(1) i earned more","(3) independent",28,NA,"(5) excellent"
1153741,"(2) female","(1) NH white",74,11,17250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(2) we earned about the same amount","(1) republican",55,NA,"(5) excellent"
1154421,"(2) female","(1) NH white",42,12,162250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",1,11,"(1) i earned more","(2) democrat",16,"(1) approve","(5) excellent"
1155496,"(2) female","(1) NH white",49,17,137250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(1) republican",28,"(1) approve","(4) good"
1157671,"(2) female","(1) NH white",67,14,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,14,"(3) partner earned more","(1) republican",42,NA,"(5) excellent"
1160731,"(1) male","(1) NH white",73,11,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(3) independent",55,"(1) approve","(5) excellent"
1162493,"(1) male","(1) NH white",49,16,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,20,"(3) partner earned more","(2) democrat",4,"(1) approve","(4) good"
1163761,"(1) male","(1) NH white",76,13,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(1) republican",59,NA,"(4) good"
1164235,"(2) female","(6) Hispanic",23,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",2,13,"(3) partner earned more","(2) democrat",0.75,"(0) don't approve or don't know","(5) excellent"
1166341,"(1) male","(1) NH white",34,17,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(1) i earned more","(1) republican",13,"(1) approve","(5) excellent"
1169771,"(2) female","(1) NH white",77,10,22250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,10,NA,"(1) republican",61,NA,"(5) excellent"
1170601,"(2) female","(1) NH white",60,14,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(5) no preference",13,NA,"(3) fair"
1171561,"(1) male","(1) NH white",56,11,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,14,"(2) we earned about the same amount","(1) republican",20,NA,"(5) excellent"
1173661,"(1) male","(1) NH white",66,13,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",9,13,"(2) we earned about the same amount","(2) democrat",10,NA,"(5) excellent"
1177285,"(2) female","(1) NH white",28,16,13750,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",11,9,"(2) we earned about the same amount","(3) independent",0.44999998808,"(1) approve","(5) excellent"
1179591,"(2) female","(1) NH white",59,12,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(3) partner earned more","(1) republican",44,"(1) approve","(5) excellent"
1180271,"(2) female","(1) NH white",27,13,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(3) independent",11,"(1) approve","(3) fair"
1181656,"(2) female","(1) NH white",65,7.5,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(3) partner earned more","(3) independent",13,NA,"(5) excellent"
1183831,"(2) female","(1) NH white",83,10,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(2) we earned about the same amount","(3) independent",65,NA,"(5) excellent"
1184501,"(1) male","(1) NH white",50,16,112250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",2,16,"(3) partner earned more","(3) independent",32,"(1) approve","(4) good"
1185644,"(1) male","(1) NH white",64,12,17250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(3) partner earned more","(3) independent",22,NA,"(5) excellent"
1187235,"(2) female","(1) NH white",23,16,80000,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",1,12,"(2) we earned about the same amount","(5) no preference",1.5,"(1) approve","(5) excellent"
1188821,"(1) male","(1) NH white",82,12,13750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(1) republican",61,NA,"(3) fair"
1189486,"(1) male","(1) NH white",48,16,80000,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",2,16,"(3) partner earned more","(3) independent",20,"(1) approve","(4) good"
1193586,"(2) female","(1) NH white",58,17,2e+05,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",2,10,"(1) i earned more","(2) democrat",7,"(1) approve","(4) good"
1198411,"(1) male","(1) NH white",41,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(3) partner earned more","(2) democrat",22,"(0) don't approve or don't know","(3) fair"
1199541,"(2) female","(1) NH white",54,9,17250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(3) partner earned more","(1) republican",35,"(1) approve","(1) very poor"
1200626,"(1) male","(1) NH white",62,17,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",11,17,"(2) we earned about the same amount","(2) democrat",14,NA,"(5) excellent"
1202681,"(1) male","(1) NH white",68,13,13750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(2) we earned about the same amount","(1) republican",50,NA,"(5) excellent"
1203431,"(2) female","(1) NH white",43,16,2e+05,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(3) partner earned more","(2) democrat",20,"(1) approve","(5) excellent"
1204395,"(1) male","(1) NH white",39,20,45000,"(3) democrat","(1) glb","(1) same-sex couple","(6) Hispanic",10,14,"(3) partner earned more","(2) democrat",1.5,"(1) approve","(4) good"
1205802,"(2) female","(6) Hispanic",80,12,13750,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",0,12,NA,"(2) democrat",47,NA,"(5) excellent"
1206512,"(1) male","(1) NH white",51,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(2) democrat",27,NA,"(4) good"
1207731,"(2) female","(1) NH white",73,16,11250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(1) i earned more","(2) democrat",53,NA,"(3) fair"
1208205,"(1) male","(6) Hispanic",20,12,32250,"(3) democrat","(1) glb","(0) different sex couple","(4) NH Asian Pac Islander",1,13,"(3) partner earned more","(5) no preference",0.44999998808,"(1) approve","(5) excellent"
1209621,"(1) male","(1) NH white",62,13,37250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",1,14,"(1) i earned more","(5) no preference",28,"(1) approve","(5) excellent"
1210536,"(2) female","(1) NH white",53,17,137250,"(3) democrat","(1) glb","(1) same-sex couple","(6) Hispanic",2,17,"(3) partner earned more","(2) democrat",4,"(0) don't approve or don't know","(5) excellent"
1213771,"(1) male","(2) NH black",77,13,37250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",4,12,"(1) i earned more","(2) democrat",50,NA,"(5) excellent"
1214546,"(1) male","(6) Hispanic",54,14,6250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",15,16,"(1) i earned more","(5) no preference",4,"(1) approve","(4) good"
1216365,"(1) male","(2) NH black",36,12,27250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",7,16,"(1) i earned more","(3) independent",12,NA,"(4) good"
1217341,"(1) male","(1) NH white",34,13,22250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(1) i earned more","(5) no preference",10,"(0) don't approve or don't know","(3) fair"
1219921,"(1) male","(1) NH white",92,12,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(3) independent",70,NA,"(5) excellent"
1220631,"(2) female","(4) NH Asian Pac Islander",63,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",7,16,"(3) partner earned more","(3) independent",29,NA,"(5) excellent"
1222671,"(1) male","(1) NH white",67,17,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(1) i earned more","(2) democrat",49,NA,"(4) good"
1223621,"(1) male","(6) Hispanic",62,12,32250,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",4,13,"(1) i earned more","(1) republican",31,NA,"(5) excellent"
1225585,"(1) male","(1) NH white",58,16,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,16,"(2) we earned about the same amount","(2) democrat",0.15000000596,"(0) don't approve or don't know","(5) excellent"
1226651,"(2) female","(1) NH white",65,17,137250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",5,17,"(3) partner earned more","(2) democrat",43,NA,"(4) good"
1228415,"(1) male","(1) NH white",41,17,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",9,17,"(1) i earned more","(2) democrat",0.44999998808,"(1) approve","(5) excellent"
1232501,"(1) male","(1) NH white",50,12,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(3) partner earned more","(5) no preference",29,"(1) approve","(4) good"
1233501,"(1) male","(1) NH white",50,12,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(1) i earned more","(2) democrat",34,NA,"(5) excellent"
1234331,"(2) female","(1) NH white",33,12,67250,"(2) other","(0) not glb","(0) different sex couple","(1) NH white",8,12,"(2) we earned about the same amount","(5) no preference",15,"(1) approve","(4) good"
1235316,"(1) male","(1) NH white",31,9,17250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,12,"(1) i earned more","(2) democrat",12,"(1) approve","(4) good"
1240456,"(1) male","(1) NH white",45,13,45000,"(3) democrat","(1) glb","(1) same-sex couple","(6) Hispanic",12,12,"(1) i earned more","(2) democrat",10,"(1) approve","(4) good"
1241521,"(2) female","(4) NH Asian Pac Islander",52,16,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,20,"(3) partner earned more","(1) republican",29,"(1) approve","(5) excellent"
1243681,"(2) female","(1) NH white",68,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,14,"(2) we earned about the same amount","(3) independent",50,NA,"(5) excellent"
1249671,"(1) male","(1) NH white",67,11,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(2) democrat",47,NA,"(5) excellent"
1250456,"(1) male","(1) NH white",45,20,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",5,14,"(1) i earned more","(2) democrat",2.5,"(1) approve","(5) excellent"
1252476,"(1) male","(6) Hispanic",47,17,80000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",9,17,"(2) we earned about the same amount","(2) democrat",6,"(0) don't approve or don't know","(5) excellent"
1253471,"(1) male","(2) NH black",47,12,137250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",4,14,"(1) i earned more","(2) democrat",5,"(1) approve","(5) excellent"
1254703,"(1) male","(1) NH white",70,7.5,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(2) democrat",8,NA,"(5) excellent"
1255801,"(1) male","(1) NH white",80,7.5,22250,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",0,14,"(1) i earned more","(1) republican",60,NA,"(5) excellent"
1256565,"(1) male","(1) NH white",56,16,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",10,16,"(1) i earned more","(2) democrat",5,"(0) don't approve or don't know","(4) good"
1257371,"(1) male","(1) NH white",37,17,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,14,"(1) i earned more","(1) republican",16,"(1) approve","(5) excellent"
1258751,"(1) male","(1) NH white",75,12,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,16,"(1) i earned more","(2) democrat",54,NA,"(5) excellent"
1260536,"(2) female","(1) NH white",53,16,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,16,"(1) i earned more","(2) democrat",14,"(1) approve","(5) excellent"
1261401,"(1) male","(1) NH white",40,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(1) republican",15,"(1) approve","(5) excellent"
1262421,"(2) female","(1) NH white",42,12,67250,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",3,14,"(3) partner earned more","(1) republican",8,NA,"(4) good"
1263261,"(2) female","(1) NH white",26,16,22250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",2,13,"(2) we earned about the same amount","(2) democrat",4,"(1) approve","(5) excellent"
1265752,"(2) female","(1) NH white",75,12,8750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(5) no preference",59,NA,"(5) excellent"
1266516,"(2) female","(1) NH white",51,16,55000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,13,"(1) i earned more","(3) independent",17,"(1) approve","(4) good"
1267401,"(1) male","(1) NH white",40,13,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(1) republican",22,"(1) approve","(5) excellent"
1269411,"(2) female","(1) NH white",41,17,112250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",4,12,"(3) partner earned more","(3) independent",10,"(1) approve","(5) excellent"
1270636,"(2) female","(1) NH white",63,20,2e+05,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,20,"(3) partner earned more","(2) democrat",36,NA,"(5) excellent"
1271456,"(1) male","(1) NH white",45,16,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",3,17,"(2) we earned about the same amount","(2) democrat",15,"(1) approve","(4) good"
1273236,"(2) female","(1) NH white",23,14,22250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",15,16,"(3) partner earned more","(2) democrat",4,"(1) approve","(5) excellent"
1274576,"(1) male","(1) NH white",57,17,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",4,16,"(1) i earned more","(2) democrat",17,NA,"(5) excellent"
1275585,"(2) female","(1) NH white",58,12,22250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(1) republican",0.44999998808,NA,"(3) fair"
1277421,"(1) male","(1) NH white",42,12,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(1) i earned more","(1) republican",24,"(1) approve","(5) excellent"
1278541,"(1) male","(1) NH white",54,17,137250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(3) partner earned more","(1) republican",28,"(1) approve","(5) excellent"
1279296,"(1) male","(1) NH white",29,16,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,16,"(1) i earned more","(2) democrat",4,"(1) approve","(3) fair"
1280305,"(1) male","(1) NH white",30,17,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(1) i earned more","(2) democrat",2.5,"(1) approve","(5) excellent"
1281395,"(2) female","(2) NH black",39,17,92250,"(3) democrat","(1) glb","(1) same-sex couple","(2) NH black",3,20,"(3) partner earned more","(2) democrat",6,"(0) don't approve or don't know","(3) fair"
1283621,"(1) male","(1) NH white",62,12,17250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(2) democrat",37,"(1) approve","(5) excellent"
1284701,"(2) female","(1) NH white",70,12,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(3) partner earned more","(1) republican",53,NA,"(5) excellent"
1285703,"(1) male","(1) NH white",70,17,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,20,"(3) partner earned more","(3) independent",37,NA,"(4) good"
1286415,"(2) female","(1) NH white",41,16,2e+05,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",3,16,"(3) partner earned more","(1) republican",4,"(1) approve","(5) excellent"
1287613,"(1) male","(1) NH white",61,13,17250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",6,13,"(2) we earned about the same amount","(3) independent",2.5,NA,"(4) good"
1289291,"(2) female","(1) NH white",29,13,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(3) partner earned more","(1) republican",15,"(1) approve","(5) excellent"
1290401,"(1) male","(1) NH white",40,16,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",6,17,"(1) i earned more","(2) democrat",7,"(1) approve","(5) excellent"
1291771,"(1) male","(1) NH white",77,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(1) i earned more","(1) republican",51,NA,"(5) excellent"
1294631,"(1) male","(1) NH white",63,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,14,"(1) i earned more","(3) independent",42,NA,"(5) excellent"
1297901,"(1) male","(1) NH white",90,11,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(1) i earned more","(1) republican",70,NA,"(5) excellent"
1298581,"(1) male","(1) NH white",58,9,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",8,12,"(2) we earned about the same amount","(1) republican",16,NA,"(5) excellent"
1299356,"(2) female","(6) Hispanic",35,12,32250,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",1,12,"(3) partner earned more","(5) no preference",8,"(1) approve","(5) excellent"
1301626,"(1) male","(1) NH white",62,20,137250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,17,"(2) we earned about the same amount","(2) democrat",37,"(1) approve","(5) excellent"
1302415,"(1) male","(1) NH white",41,16,55000,"(1) republican","(0) not glb","(1) same-sex couple","(1) NH white",5,20,"(3) partner earned more","(2) democrat",1.5,"(0) don't approve or don't know","(5) excellent"
1303571,"(2) female","(1) NH white",57,17,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(1) i earned more","(5) no preference",29,NA,"(5) excellent"
1305741,"(1) male","(1) NH white",74,7.5,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(1) i earned more","(3) independent",57,NA,"(5) excellent"
1306381,"(1) male","(1) NH white",38,16,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(1) republican",7,"(1) approve","(5) excellent"
1307306,"(2) female","(1) NH white",30,12,17250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",13,13,"(3) partner earned more","(5) no preference",4,"(1) approve","(5) excellent"
1308821,"(1) male","(1) NH white",82,16,22250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(1) i earned more","(3) independent",62,NA,"(5) excellent"
1310523,"(2) female","(1) NH white",52,16,55000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",9,13,"(2) we earned about the same amount","(2) democrat",0.75,NA,"(5) excellent"
1312301,"(1) male","(1) NH white",30,7.5,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,7.5,"(1) i earned more","(5) no preference",10,"(1) approve","(5) excellent"
1313431,"(1) male","(1) NH white",43,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,14,"(1) i earned more","(2) democrat",21,"(1) approve","(5) excellent"
1314201,"(2) female","(1) NH white",20,13,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",10,13,"(3) partner earned more","(2) democrat",2.5,"(1) approve","(5) excellent"
1315536,"(1) male","(6) Hispanic",53,14,55000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,13,"(3) partner earned more","(2) democrat",4,NA,"(5) excellent"
1316391,"(1) male","(1) NH white",39,17,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(2) democrat",17,"(0) don't approve or don't know","(3) fair"
1320215,"(2) female","(1) NH white",21,13,137250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(1) i earned more","(1) republican",5,"(1) approve","(5) excellent"
1323596,"(1) male","(6) Hispanic",59,20,92250,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",16,13,"(3) partner earned more","(1) republican",13,"(1) approve","(5) excellent"
1325391,"(2) female","(1) NH white",39,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,13,"(3) partner earned more","(1) republican",24,"(1) approve","(5) excellent"
1326451,"(1) male","(1) NH white",45,12,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(1) i earned more","(3) independent",19,"(1) approve","(5) excellent"
1327693,"(1) male","(1) NH white",69,13,45000,"(3) democrat","(1) glb","(1) same-sex couple","(2) NH black",25,12,"(1) i earned more","(2) democrat",15,NA,"(5) excellent"
1328713,"(2) female","(1) NH white",71,11,2e+05,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",27,12,"(1) i earned more","(1) republican",39,"(1) approve","(5) excellent"
1329235,"(2) female","(1) NH white",23,16,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,17,"(1) i earned more","(5) no preference",2.5,"(1) approve","(4) good"
1330251,"(2) female","(1) NH white",25,16,45000,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",0,17,"(1) i earned more","(3) independent",4,"(1) approve","(5) excellent"
1332405,"(1) male","(1) NH white",40,12,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(2) we earned about the same amount","(2) democrat",1.5,"(0) don't approve or don't know","(5) excellent"
1333711,"(1) male","(2) NH black",71,11,17250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",1,13,NA,"(2) democrat",53,NA,"(5) excellent"
1334261,"(1) male","(1) NH white",26,17,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,16,"(1) i earned more","(2) democrat",7,"(1) approve","(5) excellent"
1335363,"(1) male","(1) NH white",36,16,45000,"(1) republican","(1) glb","(0) different sex couple","(4) NH Asian Pac Islander",4,16,"(1) i earned more","(3) independent",0.75,"(0) don't approve or don't know","(4) good"
1340556,"(1) male","(1) NH white",55,16,45000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",11,7.5,"(3) partner earned more","(3) independent",29,"(0) don't approve or don't know","(4) good"
1341511,"(1) male","(1) NH white",51,16,67250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",4,16,"(1) i earned more","(3) independent",32,"(1) approve","(5) excellent"
1345356,"(2) female","(1) NH white",35,12,27250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",6,20,"(3) partner earned more","(3) independent",4,"(1) approve","(5) excellent"
1348345,"(2) female","(4) NH Asian Pac Islander",34,17,13750,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,16,"(3) partner earned more","(2) democrat",0.15000000596,"(0) don't approve or don't know","(4) good"
1349311,"(1) male","(1) NH white",31,16,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(3) partner earned more","(1) republican",6,"(1) approve","(5) excellent"
1352771,"(1) male","(1) NH white",77,16,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(3) independent",54,NA,"(5) excellent"
1354291,"(2) female","(1) NH white",29,17,55000,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",12,16,"(1) i earned more","(2) democrat",10,"(1) approve","(5) excellent"
1356751,"(1) male","(1) NH white",75,13,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(3) independent",58,NA,"(5) excellent"
1358455,"(2) female","(1) NH white",45,16,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",13,12,"(1) i earned more","(2) democrat",2.5,"(1) approve","(5) excellent"
1361771,"(2) female","(1) NH white",77,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(2) we earned about the same amount","(2) democrat",52,NA,"(5) excellent"
1363253,"(1) male","(1) NH white",25,13,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(2) democrat",6,"(1) approve","(4) good"
1364533,"(2) female","(1) NH white",53,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(1) republican",2.5,"(0) don't approve or don't know","(4) good"
1366341,"(1) male","(1) NH white",34,13,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",26,12,"(1) i earned more","(1) republican",13,"(1) approve","(5) excellent"
1367841,"(1) male","(1) NH white",84,7.5,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",10,12,"(1) i earned more","(1) republican",57,NA,"(5) excellent"
1368545,"(2) female","(3) NH Amer Indian",54,13,8750,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,20,"(3) partner earned more","(2) democrat",0.75,NA,"(5) excellent"
1369721,"(1) male","(1) NH white",72,20,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",7,13,"(1) i earned more","(2) democrat",17,NA,"(5) excellent"
1370453,"(2) female","(1) NH white",45,12,17250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(3) partner earned more","(2) democrat",11,"(0) don't approve or don't know","(3) fair"
1371681,"(2) female","(1) NH white",68,12,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(3) partner earned more","(5) no preference",52,NA,"(5) excellent"
1372391,"(1) male","(6) Hispanic",39,16,55000,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",1,16,"(1) i earned more","(2) democrat",18,"(1) approve","(5) excellent"
1373663,"(1) male","(1) NH white",66,9,6250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",20,12,"(1) i earned more","(3) independent",1.5,NA,"(3) fair"
1374731,"(1) male","(1) NH white",73,7.5,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(2) democrat",51,NA,"(5) excellent"
